Era	Name	Notes (Join the Discord if we missed anything)	Length	Release Date	Type	Streaming	Link(s)
Late Registration	We Can Make It Better (feat. Q-Tip, Talib Kweli, Common, Rhymefest & The WRLDFMS Tony Williams) (prod. Kanye West & Jon Brion)	Released as a part of the "Gold Digger" single on July 5th, 2005. Also released as a bonus track on the UK, Japanese, and Australian Tour versions of Late Registration. Written by Kanye West, L. Lynn, K. Fareed, Talib Kweli, C Smith, Burt Bacharach & Hal David. Samples the song "Make It Easy on Yourself" by The Three Degrees. Not on streaming services in the US.	3:52	Jul 5, 2005	Single	Yes	https://open.spotify.com/track/3NR4gpFhwBWJgUtkl8woeY https://pillows.su/f/f256320d7b8ada47b13f59357061d080
Late Registration	Miri Ben-Ari - New World Symphony (feat. Pharoahe Monch) (prod. Kanye West)	Released as track 8 of the soundtrack to the 2005 Fantastic Four film. Also released as "The Ninth Symphony (From The New World)" as track 10 on Miri Ben-Ari's 2005 album The Hip Hop Violinist.	4:01	Jul 1, 2005	Production	Yes	https://open.spotify.com/track/0jzydxiPAlreTmdo2P7NTF?si=3fb95ae6938b4649
Late Registration	Slim Thug - So Lost (prod. Kanye West)	Track 28 from DJ Ideal & Bun-B's 2005 mixtape Da Bottom, Vol. Four. Samples the song "At Last I Am Free" by Chic. Was also track 14 (and the final track) of a promotional copy of his debut album Already Platinum, which released, just with a different tracklisting.	4:15	Aug 2, 2005	Production	Yes	https://open.spotify.com/track/4Wbqza6C4wUBli3HxWlcYx
Late Registration	Wake Up Mr. West (feat. DeRay Davis)	Track 1 from Kanye West's 2005 album Late Registration. Written by M. Masser & G. Goffin. Samples the song "Someone That I Used to Love" by Natalie Cole.	0:49	Aug 30, 2005	Album Track	Yes	https://open.spotify.com/track/62KeM7jbmYvzT5FycdiQeS
Late Registration	Heard 'Em Say (feat. Adam Levine & The WRLDFMS Tony Williams) (prod. Kanye West & Jon Brion)	Track 2 from Kanye West's 2005 album Late Registration. Also released as a single on November 8th, 2005. Written by M. Masser, G. Goffin, Kanye West & Adam Levine. Mixed by MIKE DEAN. Engineered by Andrew Dawson, Tom Biller, Taylor Dow, Nate Connelly & Mike Mo. Samples the song "Someone That I Used to Love" by Natalie Cole.	3:25	Aug 30, 2005	Single	Yes	https://open.spotify.com/track/6yIjtVtnOBeC8SwdVHzAuF
Late Registration	Touch The Sky (feat. Lupe Fiasco) (prod. Just Blaze)	Track 3 from Kanye West's 2005 album Late Registration. Also released as a single on March 7th, 2006. Also track 7 from Lupe Fiasco's 2006 mixtape Touch The Sky. Written by Kanye West, J. Smith, W. Jaco & C. Mayfield. Mixed by MIKE DEAN. Engineered by Andrew Dawson, Nate Connelly, Mike Mo, Anthony Kilhoffer, Richard Reitz & Matt Green. Samples the song "Move On Up" by Curtis Mayfield.	3:56	Aug 30, 2005	Single	Yes	https://open.spotify.com/track/2dxjKgT0li4qBI3QwuN9Ih
Late Registration	Skit #1 (feat. DeRay Davis)	Track 5 from Kanye West's 2005 album Late Registration.	0:33	Aug 30, 2005	Album Track	Yes	https://open.spotify.com/track/164al00XRSLWG6h4hc12bD
Late Registration	Drive Slow (feat. Paul Wall, GLC & The WRLDFMS Tony Williams) (prod. Kanye West)	Track 6 from Kanye West's 2005 album Late Registration. Also track 11 from Paul Wall's 2005 album The Peoples Champ. Also released as a single in October 2005 alongside "We Major". Written by Kanye West, P. Slayton & L. Harris. Mixed by MIKE DEAN. Engineered by Andrew Dawson, Nate Connelly, Mike Mo, Anthony Kilhoffer & Richard Reitz. Samples the song "Wildflower" by Hank Crawford.	4:32	Aug 30, 2005	Single	Yes	https://open.spotify.com/track/6vB49BJ70zBpDrrAPwdaB8
Late Registration	My Way Home (feat. Common) (prod. Kanye West)	Track 7 from Kanye West's 2005 album Late Registration. Written by Kanye West, L. Lynn & G. Scott Heron. Mixed by MIKE DEAN. Engineered by Andrew Dawson & Taylor Dow. Samples the song "Home Is Where the Hatred Is (Pieces of a Man Version)" by Gil Scott-Heron.	1:43	Aug 30, 2005	Album Track	Yes	https://open.spotify.com/track/0TzIHqhAbvYR6qJKrMMFlk
Late Registration	Crack Music (feat. The Game, The WRLDFMS Tony Williams, Keyshia Cole, Charlie Wilson & Malik Yusef) (prod. Kanye West & Jon Brion)	Track 8 from Kanye West's 2005 album Late Registration. Written by Kanye West, W. Meeks & J. Taylor. Mixed by Andrew Dawson. Engineered by Andrew Dawson, Anthony Kilhoffer, Richard Reitz, Matt Green & Brian Sumner. Samples the song "Since You Came In My Life" by New York Community Choir.	4:31	Aug 30, 2005	Album Track	Yes	https://open.spotify.com/track/4fRTe59xEeNHT4uyAGsV27
Late Registration	Roses (feat. The WRLDFMS Tony Williams & Patti LaBelle) (prod. Kanye West & Jon Brion)	Track 9 from Kanye West's 2005 album Late Registration. Written by Kanye West & B. Withers. Features keyboards from Ervin "EP" Pope. Features bass from Keenan "Keynote" Holloway. Mixed by Craig Bauer. Engineered by Nate Connelly, Anthony Kilhoffer, Richard Reitz, Brian Sumner, James Aurwarter & Ryan Neuschafer. Samples the song "Rosie" by Bill Withers.	4:05	Aug 30, 2005	Album Track	Yes	https://open.spotify.com/track/2DHNCWZYmVr1Lv08q5b0kB
Late Registration	Bring Me Down (feat. Brandy) (prod. Kanye West & Jon Brion)	Track 10 from Kanye West's 2005 album Late Registration. Features string & brass arrangements from Jon Brion. Features orchestration from Eric Gorfain. Features violin from Eric Gorfain, Daphne Chen, Victoria Lanier, Julie Rogers, Alyssa Park, Audrey Solomon, Terry Glenny, Susan Chatman, Marisa Kuney & Amy Wickman. Features viola from Marda Todd, Piotr Jandula, Tom Tally & David Sage. Features cello from Richard Dodd, Matt Cooker, Armen Ksajikian & Victor Lawrence. Features contrabass from Jason Torreano, Frances Senger & Denise Briese. Features trumpet & flugelhorn from Gary Grant & Dan Fornero. Features trombone from Andrew Martin & Steven Holtman. Features bass trombone from Bruce Otto. Features french horn from Rick Todd & Brad Warnaar. Written by Kanye West & Tony Williams. Mixed by Craig Bauer. Engineered by Tom Biller, Nate Connelly, Mike Mo, Anthony Kilhoffer, Richard Reitz, Matt Green, James Aurwarter & Ryan Neuschafer. Interpolates the song "Wack Niggas" by Talib Kweli.	3:19	Aug 30, 2005	Album Track	Yes	https://open.spotify.com/track/25K9cWrxNv991UYiOzBJqR
Late Registration	Addiction (feat. Strings) (prod. Kanye West & Jon Brion)	Track 11 from Kanye West's 2005 album Late Registration. Written by Kanye West, R. Rodgers & L. Hart. Mixed by Craig Bauer. Engineered by Tom Biller, Anthony Kilhoffer, Richard Reitz, James Aurwarter & Ryan Neuschafer. Samples the song "My Funny Valentine" by Etta James.	4:27	Aug 30, 2005	Album Track	Yes	https://open.spotify.com/track/5VzeI5JM2y9t21JwrWAnkH
Late Registration	Skit #2 (feat. DeRay Davis)	Track 12 from Kanye West's 2005 album Late Registration.	0:31	Aug 30, 2005	Album Track	Yes	https://open.spotify.com/track/466XcSgGAiQxcDrcV0yoMP
Late Registration	We Major (feat. Nas, Really Doe & The WRLDFMS Tony Williams) (prod. Kanye West, Jon Brion & Warryn "Baby Dubb" Campbell) (You Again)	Track 14 from Kanye West's 2005 album Late Registration. Also released as a single in October 2005. Written by Kanye West, Tony Williams, W. Trotter, N. Jones, Warryn "Baby Dubb" Campbell, R. Simmons, L. Smith & M. Reid. Engineered by Tom Biller, Nate Connelly, Mike Mo, Anthony Kilhoffer & Richard Reitz. Samples the song "Action" by Orange Krush.	7:28	Aug 30, 2005	Single	Yes	https://open.spotify.com/track/46fk9wjYcPm0sgym2b7EEE
Late Registration	Skit #3 (feat. DeRay Davis)	Track 15 from Kanye West's 2005 album Late Registration.	0:24	Aug 30, 2005	Album Track	Yes	https://open.spotify.com/track/2Xn5DIyAba7Fgyky3gU3rA
Late Registration	Hey Mama (feat. John Legend) (prod. Kanye West & Jon Brion)	Track 16 from Kanye West's 2005 album Late Registration. Written by Kanye West & D. Leace. Mixed by Andrew Dawson. Engineered by Andrew Dawson, Tom Biller, Taylor Dow, Anthony Kilhoffer, Richard Reitz & Matt Green.	5:05	Aug 30, 2005	Album Track	Yes	https://open.spotify.com/track/46OFHBw45fNi7QNjSetITR
Late Registration	Celebration (feat. John Legend) (prod. Kanye West & Jon Brion)	Track 17 from Kanye West's 2005 album Late Registration. Features string & brass arrangements from Jon Brion. Features keyboards from Ervin "EP" Pope. Features bass from Keenan "Keynote" Holloway. Features orchestration from Eric Gorfain. Features violin from Eric Gorfain, Daphne Chen, Victoria Lanier, Julie Rogers, Alyssa Park, Audrey Solomon, Terry Glenny, Susan Chatman, Marisa Kuney & Amy Wickman. Features viola from Marda Todd, Piotr Jandula, Tom Tally & David Sage. Features cello from Richard Dodd, Matt Cooker, Armen Ksajikian & Victor Lawrence. Features contrabass from Jason Torreano, Frances Senger & Denise Briese. Features trumpet & flugelhorn from Gary Grant & Dan Fornero. Features trombone from Andrew Martin & Steven Holtman. Features bass trombone from Bruce Otto. Features french horn from Rick Todd & Brad Warnaar. Written by Kanye West. Mixed by Andrew Dawson. Engineered by Andrew Dawson, Tom Biller, Taylor Dow, Anthony Kilhoffer, Richard Reitz & Matt Green. Samples the song "Heavenly Dream" by The Kay-Gees.	3:18	Aug 30, 2005	Album Track	Yes	https://open.spotify.com/track/7jAxGkXU58FwNMjqoMahn7
Late Registration	Skit #4 (feat. DeRay Davis)	Track 18 from Kanye West's 2005 album Late Registration. amog us	1:19	Aug 30, 2005	Album Track	Yes	https://open.spotify.com/track/3zXhvJaLpxefYIxBE0cnB0
Late Registration	Gone (feat. Consequence & Cam'ron) (prod. Kanye West)	Track 19 from Kanye West's 2005 album Late Registration. Also track 3 from Consequence's 2005 mixtape The Cons Vol. 3: Da Comeback Kid. Features string arrangements from Jon Brion. Features orchestration from Eric Gorfain. Features violin from Eric Gorfain, Daphne Chen, Victoria Lanier, Julie Rogers, Alyssa Park, Audrey Solomon, Terry Glenny, Susan Chatman, Marisa Kuney & Amy Wickman. Features viola from Marda Todd, Piotr Jandula, Tom Tally & David Sage. Features cello from Richard Dodd, Matt Cooker, Armen Ksajikian & Victor Lawrence. Written by Kanye West, D. Mills, C. Girles & C. Willis. Mixed by Andrew Dawson. Engineered by Tom Biller, Taylor Dow, Anthony Kilhoffer & Richard Reitz. Samples the songs "The Show" by Doug E. Fresh & The Get Fresh Crew & "It's Too Late" by Otis Redding.	5:32	Aug 30, 2005	Album Track	Yes	https://open.spotify.com/track/5RjbFGeWVsCpw8EcE8OrvZ
Late Registration	Late (feat. The WRLDFMS Tony Williams) (prod. Kanye West)	Track 21 from Kanye West's 2005 album Late Registration. Features keyboards from Ervin "EP" Pope. Features violin from Miri Ben-Ari. Written by Kanye West, George Kerr & Sylvia Robinson. Mixed by Andrew Dawson & Craig Bauer. Engineered by Andrew Dawson, Nate Connelly, Anthony Kilhoffer & Brian Sumner. Samples the song "I'll Erase Away Your Pain" by Whatnauts. Interpolates the song "Biz Is Goin' Off" by Biz Markie.	3:50	Aug 30, 2005	Album Track	Yes	https://open.spotify.com/track/1mFHMzbaECWFaPfoePoEYl
Late Registration	Back To Basics (feat. Common) (prod. Kanye West) (The Corner (Remix))	Track 21 from Kanye West's 2005 album Late Registration on Japanese and Australian Tour editions of the album. Released as a single alongside "Heard 'Em Say" on November 8th, 2005. Written by Kanye West, Common, Duke Ellington, Irving Mills & Manny Kurtz. Interpolates the song "The Corner" by Common. Only on streaming services in Japan and Australia.	1:39	Aug 30, 2005	Album Track	Yes	https://open.spotify.com/track/3LUmyPbXVqnXxu6YYL1Sr1?si=9574e8d215fb4b70 https://pillows.su/f/f6900e4e5a509f735fb894eb042a1104
17 Album Track(s) 10 Single(s) 32 Feature(s) 39 Production 9 Other	Graduation	(08/30/2005) (Late Registration officially releases) (09/11/2007) (Graduation officially releases)			Graduation is the third studio album from Kanye West. Inspiration came from stadium tours, indie rock, and house music. It was a considerable departure from the sound Kanye had used on his first two studio albums, which featured samples and inspirations from the soul and orchestral music Kanye grew up alongside. This album included a much more electronic sound, featuring layering synthesizers. Lyrically, Kanye analyzes himself and talks about his life after becoming famous and how the media criticize him.		
Graduation	Syleena Johnson - Bull's-Eye (Suddenly) (feat. Common) (prod. Kanye West)	Track 6 from Syleena Johnson's 2005 album Chapter 3: The Flesh	4:18	Sep 1, 2005	Production	Yes	https://open.spotify.com/track/7x3DBKwWOr0lgmtqpkB3Ug?autoplay=true
Graduation	Alicia Keys - Unbreakable (Live) (prod. Kanye West)	Lead single and track 5 from Alicia Keys' 2005 album Unplugged. Performed live at the Brooklyn Academy of Music in New York in July of 2005. While Alex Coletti is credited with production on streaming, this is only because he was the executive producer of the album, and Kanye was actually the only producer on the track. Written by Alicia Keys, Kanye West, Harold Lilly & Garry Glenn. Samples "Intimate Friends" by Eddie Kendricks.	4:34	Sep 6, 2005	Production	Yes	https://open.spotify.com/track/2DRcaAO76feWOoWCWP1cPp?si=5c80433c1d524930
Graduation	The Game - Crack Music (Remix) (feat. Kanye West, The WRLDFMS Tony Williams, Keyshia Cole, Charlie Wilson & Malik Yusef) (prod. Kanye West & Jon Brion)	Track 4 from The Game's 2005 project Ghost Unit. Reuses the verse cut from Late Registration.	4:59	Sep 7, 2005	Album Track	Yes	https://music.apple.com/au/album/crack-music-featuring-kanye-west-remix/202705429?i=202705729 https://www.youtube.com/watch?v=cSzrj5D0Zic
Graduation	Miri Ben-Ari - Fly Away (feat. Fabolous, Kanye West & Musiq Soulchild) (prod. Kanye West)	Track 4 from Miri Ben-Ari's 2005 album The Hip-Hop Violinst.	3:54	Sep 20, 2005	Feature	Yes	https://open.spotify.com/track/5MH90OcVOvL6xygXX23XaG
Graduation	Paul Wall - Drive Slow (Screwed & Chopped) (feat. Kanye West & GLC)	Track 17 from Paul Wall's 2005 album The Peoples Champ: Screwed & Chopped. Samples the song "Wildflower" by Hank Crawford.	5:47	Sep 20, 2005	Feature	Yes	https://open.spotify.com/track/0YPB8desC4cNwYOvr311KM
Graduation	Rhymefest - Chi-Town (feat. Kanye West & Twista)	Track 7 from Rhymefest's 2005 mixtape A Star Is Born Vol. 1.	3:01	Sep 28, 2005	Feature	No	https://soundcloud.com/el-che-rhymefest/chi-town-feat-kanye-west?in=el-che-rhymefest/sets/a-star-is-born-vol-1
Graduation	Jesus Walks (Remix) [V2] (feat. Mase, Common & John Legend) (prod. Kanye West)	Alternate version with a different Kanye verse. Track 3 from the 2005 mixtape One Million Strong Vol. 2 (Love Peace & War).	4:35	Oct 11, 2005	Other	No	https://pillows.su/f/12c2dd8707923c7201c55224c0789bf7
Graduation	Consequence - They Say (feat. Common, John Legend & Kanye West) (prod. Kanye West)	Remix of "They Say" by Common that replaces Common's last verse with Consequence. Track 6 from Consequence's 2005 mixtape The Cons Vol. 3: Da Comeback Kid.	3:51	Nov 3, 2005	Feature	No	https://pillows.su/f/b2019f75461cefaacab051d65af9b5c3
Graduation	Mashonda - Hold Me (feat. Kanye West) (prod. AllDay)	Track 7 from Mashonda's 2005 album January Joy. Written by Kanye West, AllDay & Mashonda Tifrere. Mixed by Supa Engineer DURO. Engineered by Robb Williams & Michael C. McCoy. Samples the song "I Can't Believe (Someone Like You Could Really Love Me)" by Sarah Dash.	4:03	Nov 9, 2005	Feature	No	https://www.youtube.com/watch?v=ejz3_yeFVB4
Graduation	Talib Kweli - So Good (feat. Musiq Soulchild & Wordsworth) (prod. Kanye West)	Track 2 on the second disc (and track 14 overall) of Talib's mixtape 'Right About Now (The Official Sucka Free Mix CD)', released on November 22nd, 2005 via Koch Records. Shares the same beat as 'More Or Less by Shyne, which was a Ye produced track. None of the tracks on the second disc contain any credits for whatever reason. 	4:47	Nov 22, 2005	Production	No	https://pillows.su/f/9a5a99d8abe9b341d8e1f539856bff79
Graduation	Addiction (Terry Hunter & Kenny Dope Remix) (prod. Terry Hunter & Kenny Dope)	House remix of "Addiciton" by Terry Hunter & Kenny Dope. Released as an official remix on December 13th, 2005.	4:11	Dec 13, 2005	Feature	No	https://www.youtube.com/watch?v=lE5s175kmdM
Graduation	Addiction (Violator Dub)	House remix of "Addiciton". Released as an official remix on December 13th, 2005.	5:04	Dec 13, 2005	Feature	No	https://www.youtube.com/watch?v=J7xuAgrqydM
Graduation	Jamie Foxx - Extravaganza (feat. Kanye West) (prod. Mike City)	Track 7 from Jamie Foxx's 2005 album Unpredictable. Interpolates the song "No More For Me" by Kanye West.	4:15	Dec 20, 2005	Feature	Yes	https://open.spotify.com/track/2BysX1CIcrQuY7b97Z6Nzo
Graduation	Drive Slow (Remix) (feat. Paul Wall, GLC, The WRLDFMS Tony Williams & T.I.) (prod. Kanye West)	Remix to "Drive Slow" featuring a verse from T.I., featured in an unreleased music video accompanying the track. Released as a bonus on the DVD release of T.I.'s album King. 	5:21		Other	No	https://www.youtube.com/watch?v=xvAFTiP3vzk
Graduation	G.O.O.D. Music: Class of '06 [Mixtape]	Mixtape released with many G.O.O.D. Music features, remixes, interludes, and even unreleased beats and bits from Mr. West himself.	1:19:58		Other	No	https://pillows.su/f/3aedcdf378396588cbb869f33758f54f
Graduation	Impossible [5.1 DVD Rip] (feat. Twista, Keyshia Cole & BJ The Chicago Kid) (prod. Kanye West)	5.1 DVD Rip mix for "Impossible".	2:50		Other	No	https://pillows.su/f/907dda0f4d2961c194058d5e9c5124c0
Graduation	Impossible (Extended) (feat. Twista, Keyshia Cole & BJ The Chicago Kid) (prod. Kanye West)	Released as a single in 2006 for the Mission Impossible III soundtrack. Samples the song "It's Impossible" by The New Birth.	5:10		Single	No	https://youtu.be/XXKy03eKQLU
Graduation	Nick Cannon - My Wife  (feat. Slim) (prod. Kanye West)	Single released in 2006 with production from Kanye as well as writing credits. Third (and final) single from his shelved second album Stages.	3:19		Production	No	https://www.youtube.com/watch?v=Ao2cQszYsiA
