Era	Name	Notes (Join the Discord to help fix any issues + help with dead links)	File Date	Leak Date	Full Length	BPM	Available Length	Quality	Link(s)
Watch The Throne	Watch The Throne Tour Mixes	Full instrumentals used during the Watch The Throne Tour.  "H•A•M" "Who Gon Stop Me" "Otis" "Welcome To The Jungle" "Gotta Have It" "Where I'm From" "Nigga What, Nigga Who (Originator 99)" "Can't Tell Me Nothing" "Jesus Walks" "All Falls Down" "Diamonds From Sierra Leone" "Public Service Announcement" "U Don't Know" "Run This Town" "Monster" "Power" "Murder To Excellence" "New Day" "Hard Knock Life (Ghetto Anthem)" "Izzo (H.O.V.A.)" "Good Life" "Empire State of Mind" "Runaway" "Heartless" "Stronger" "On To The Next One" "Dirt Off Your Shoulder" "Touch The Sky" "All of the Lights" "Big Pimpin'" "Gold Digger" "99 Problems" "No Church In The Wild" "Lift Off" "Niggas In Paris" (several times)		Dec 17, 2022	1:26:47	Varied	OG File	CD Quality	https://pillows.su/f/4cdd6bc440782c1f30f2739b92837411
Watch The Throne	Big Sean - Marvin & Chadonnay (feat. Kanye West & Roscoe Dash) (prod. MIKE DEAN & Pop Wansel)	Instrumental for "Marvin & Chardonnay" by Big Sean. Leaked sometime in 2011.			3:43	66	Full	High Quality	https://www.youtube.com/watch?v=8KPw3mF6ym8
	Cruel Summer (Collaboration with G.O.O.D. Music)	(08/12/2011) (Watch The Throne (Deluxe) officially releases) (09/14/2012) (Cruel Summer officially releases)			A compilation of new songs from Kanye's label, G.O.O.D. Music, 2012's Cruel Summer is one of the most collaborative Kanye projects he accomplished. Featuring various collaborations with Pusha T, Big Sean, 2 Chainz, John Legend, and many more, this album spawned many big hits, including "Mercy" and the remix of the Chief Keef song "Don't Like." This album also marks the first time Kanye would work with Travis Scott, an at-the-time complete unknown with no mixtape to his name.				
	Sessions								
Cruel Summer	Flashlights (with Kanye West & John Legend) (feat. The WRLDFMS Tony Williams & Seal) (prod. Kanye West)	Session for "Flashlights".	Feb 3, 2011			130	OG File	Lossless	https://pillows.su/f/0cea09346491f9959485d4030cb1fb07
Cruel Summer	Hear Me Now (with Kanye West & John Legend) (prod. Kanye West) (Oh My God, End Of It All)	OG Filename: Hear Me Now Pre-2012 sessions for "Hear Me Now".	Nov 29, 2011		Varied	93	OG File	Lossless	https://pillows.su/f/d0f0083f73d111c267d5db9d228e2bac
Cruel Summer	Oh My God (with Kanye West & John Legend) (prod. Kanye West) (Hear Me Now, End Of It All)	OG Filename: Oh My God (PT) Post-2012 session files for "Hear Me Now". The "JL - Hear Me Now KW ADD ON.wav" in the session is an edit and not an official bounce.	Dec 12, 2013		Varied	93	OG File	Lossless	https://pillows.su/f/be7cb40c4f9c0c8dcd00d1d4f3a0d2f3
Cruel Summer	John Legend - On Fire	Session for "On Fire" by John Legend, contains multiple different versions. Unorganized.				88	OG File	Lossless	https://pillows.su/f/0639711893a3f8d304433f4e235e28ce
	Studio Stems								
Cruel Summer	Clique [Sample Stem] (prod. Hit-Boy)	OG Filename: UPGRADE 2 LOOPS 6 Vox Clique 87Bpm Stem sample for "Clique".		Mar 28, 2023	0:22	87	OG File	Lossless	https://pillows.su/f/0444c7bb3befbb389427a56f089568d9
Cruel Summer	Don't Like.1 (with Kanye West, Chief Keef & Pusha T) (prod. Young Chop, Kanye West, The Twilite Tone & Noah Goldstein)	Snippet of full studio stems to a version of "Don't Like" without Jadakiss or Big Sean, Snippet leaked on December 22nd, 2022. Owned by Saya.				132	Snippet	Lossless	https://pillows.su/f/9289738528fb2277c8c395e91d11a560
Cruel Summer	Don't Like.1 (with Kanye West, Chief Keef, Pusha T & Big Sean) (prod. Young Chop, Kanye West, The Twilite Tone & Noah Goldstein)	Snippet of full studio stems to a version of "Don't Like" with Big Sean, but no Jadakiss. Snippet leaked on October 14th, 2024.				132	Snippet	CD Quality	https://pillows.su/f/8132fb957473d48888b66e2a4ab2f1dd
	Acapellas								
Cruel Summer	Cold (feat. DJ Khaled & DJ Pharris)	OG Filename: Cold 10 Accapella Dirty Acapella for "Cold".		Dec 2022	3:45	80	OG File	Lossless	https://pillows.su/f/a5167034164ecba042c96be35c03d88f
Cruel Summer	Fat Joe - Pride N Joy  (ref. ???) (feat. Kanye West)	OG Filename: kw vox 2 flat_01 Heard in the vocal bleed of a stem found in a bounces folder which leaked April 26th, 2025. Is taken from the Fat Joe song "Pride N Joy", but has a different artist doing Fat Joe's part. Might not be Fat Joe's song at this point.	May 16, 2012	Apr 26, 2025	3:17	95	OG File	Lossless	https://pillows.su/f/2dce3d758a35707e105214233efd55ee
Cruel Summer	John Legend - Get Comfortable (ref. Kanye West)	OG Filename: KW Vox 1 01 Acapella for "Get Comfortable".		Apr 2022	1:35	71	OG File	Lossless	https://pillows.su/f/bac4f921aa77f1a42bdaa50850ca548d
	Instrumentals								
Cruel Summer	Cold (prod. Hit-Boy) (Theraflu)	Instrumental for "Cold". Currently Lost.				80	Confirmed	Not Available	
Cruel Summer	End Of It All (prod. Kanye West & Camper) (Oh My God, Hear Me Now)	OG Filename: Camper_End of it all Instrumental found in sessions that have been bounced to include the left + right channels into one file.	Mar 24, 2011		3:50	93	Full	Lossless	https://pillows.su/f/5ec4247d27d09b4ef237fa773705e4a2
Cruel Summer	End Of It All (prod. Kanye West & Camper) (Oh My God, Hear Me Now)	OG Filename: Camper_End of it all_Here ME NOW Instrumental found in sessions that have been bounced to include the left + right channels into one file.	May 12, 2011		3:34	93	Full	Lossless	https://pillows.su/f/afdddd896787c02549a4c7aedaf47d6d
Cruel Summer	Hear Me Now (prod. Kanye West) (Oh My God, End Of It All)	OG Filename: Hear me now_Selected Instrumental found in sessions that have been bounced to include the left + right channels into one file.	Dec 12, 2012		3:34	93	Full	Lossless	https://pillows.su/f/60b0daa2744ebcea82b0e8f254924334
Cruel Summer	Hear Me Now (prod. Kanye West) (Oh My God, End Of It All)	OG Filename: Hear me now_Master Instrumental found in sessions that have been bounced to include the left + right channels into one file. Has more hissing as the un-normalised version is extremely quiet.	Dec 12, 2012		3:34	93	Full	Lossless	https://pillows.su/f/e13a233f0d66a6f90213ebf4590a0c8f
Cruel Summer	Flashlights (prod. Kanye West)	Instrumental for "Flashlights" found in the session bounces. Samples the same song as The Life Of Pablo's "Fade".	Feb 3, 2011		3:19	130	OG File	Lossless	https://pillows.su/f/0351aacfa6afe714eefefefcff3d153f
Cruel Summer	RZA - White Dress (prod. RZA & Kanye West) (Whoa Oh Oh)	OG Filename: Marvin Beat 78 BPM Instrumental of the John Legend reference track for "White Dress".			3:54	78	OG File	CD Quality	https://pillows.su/f/81031094bb389928f8c361d40332ffe0
	TV Tracks								
Cruel Summer	Creepers (prod. Dan Black)	OG Filename: Creepers_Cruel Summer_Stems_TV_No HK LD-2 Filename shown by RainMan.					Rumored	Not Available	https://ibb.co/n5djYxk
	Yeezus (Thank God For Drugs, Nigger Cock)	#REF!		#REF!	#REF!				
	Sessions								
Yeezus	Awesome (feat. Charlie Wilson & Stevie Wonder) (prod. Sak Pase)	OG Filename: Awsome Mix 2013 M3 Sham Kick Sessions for "Awesome".	Apr 7, 2013	Dec 30, 2022	4:34	90	OG File	Lossless	https://pillows.su/f/3e90d003c8425e0885f03e3e134815cf
Yeezus	Black Skinhead (prod. Daft Punk & Gesaffelstein)	Sessions for "Black Skinhead" are rumoured to be in circulation.				130	Rumored	Not Available	N/A
Yeezus	Blood On The Leaves (prod. Kanye West, Noah Goldstein, MIKE DEAN, Hudson Mohawke, Arca, 88-Keys, Carlos Broady & Lunice)	OG Filename: Blood On The Leaves copy Was put up for sale in December 2022. Also includes 20 track multitrack for stems.	Jun 1, 2013	Sep 26, 2023	6:09	86	OG File	Lossless	https://pillows.su/f/c5e53727e32e606ad969ec2fdd4012c3
Yeezus	Can't Get Over Me (feat. Bon Iver) (prod. Daft Punk) (Fall Out Of Heaven)	OG Filename: KW - Daft - Can't Get Over Me Sessions for "Can't Get Over Me". Last worked on April 25th 2013.	Apr 25, 2013	Oct 2, 2022	5:04	86.5	OG File	Lossless	https://pillows.su/f/01adb8dbcda1432b2be31c114e336c7b
Yeezus	Can't Hold My Liquor (feat. Chief Keef & Bon Iver) (prod. Noah Goldstein & MIKE DEAN) (Hold My Liquor)	OG Filename: KW - Can't Hold My Liquor.34 (FOR MIXERS) Has a WAV bounce with minor mixing and instrumental differences. Contains multiple PTXs and vocal stems. Chief Keef stems include unused vocals, that were part of an unused verse, and Justin Vernon stems include unused vocals part of an extended intro. Kanye stems include long mumble takes with different lines. Owned by waterfalls. Forceleaked out of nowhere.	Jun 6, 2013	Mar 23, 2025	5:30	107	OG File	Lossless	https://pixeldrain.com/u/JNq2F2mJ
Yeezus	Can't Hold My Liquor (feat. Chief Keef & Bon Iver) (prod. Noah Goldstein & MIKE DEAN) (Hold My Liquor)	OG Filename: Can't Hold My Liquor Session + stems for a slightly earlier version of "Hold My Liquor".	Jun 7, 2013		5:40	107	OG File	Lossless	https://pillows.su/f/c4ff991313bb29df0e124ca2b347c84f
Yeezus	Get Too High	OG Filename: KW - Get Too High Session.		Apr 26, 2025		68	OG File	Lossless	https://pillows.su/f/9f2ca8e919a63046d9db5de19dbb4f58 https://pixeldrain.com/u/NLr8yQWJ
Yeezus	Guilt Trip (feat. Kid Cudi) (prod. Kanye West, Noah Goldstein, MIKE DEAN, Travis Scott, Ackee Juice Rockers & S1)	OG Filename: Guilt Trip copy Session + stems for a slightly earlier version of "Guilt Trip".	Jun 1, 2013		4:53	138	OG File	Lossless	https://pillows.su/f/cef299d3784565b38e159800e1668778
Yeezus	Guilt Trip (feat. Kid Cudi) (prod. S1, MIKE DEAN, Kanye West & Travis Scott)	OG Filename: Guilt Trip copy Includes a seperate ZIP for stems.	Jun 6, 2013	May 26, 2023	4:53	139	OG File	Lossless	https://pillows.su/f/3d78553284984809118b0f610e413dc2 https://mega.nz/file/krpWTSwA#MNorUlIQ7j8iAUt8hCgpEAb2BUIeqbWb21YOJSNyaE8
Yeezus	I Am A God (feat. Bon Iver) (prod. Daft Punk, MIKE DEAN & Kanye West)	OG Filename: I am a God Mix 3.0 Sessions for "I Am A God".	Apr 8, 2013		4:02	112	OG File	Lossless	https://pillows.su/f/1bfc78da52d347ba583ad6e57c547fd3
Yeezus	I Am A God (feat. God & Bon Iver) (prod. Kanye West, Noah Goldstein, Daft Punk, MIKE DEAN, Hudson Mohawke, Travis Scott & Che Pope)	Contains multiple PTXs, instrumentals and vocal stems. Also contains six WAV bounces, with minor mixing and instrumental differences. Two mumble demos are also present, which are described as being "entirely different songs". Owned by waterfalls. Leaked out of nowhere.		Apr 26, 2025		112	OG File	Lossless	https://pixeldrain.com/u/RZ7rbK4p https://mega.nz/folder/upVlzR6Y#zIAH9Y1l0MnXTfbA5f0yzg
Yeezus	I Am A God (feat. God & Bon Iver) (prod. Kanye West, Noah Goldstein, Daft Punk, MIKE DEAN, Hudson Mohawke, Travis Scott & Che Pope)	Session that has the alternate line "Black Skinhead" in it.				112	Confirmed	Not Available	
Yeezus	Nobody To Love (feat. Charlie Wilson, John Legend & Elon Rutberg) (prod. Tyler, The Creator, No I.D. & MIKE DEAN)	Sessions for "Nobody To Love".	Mar 30, 2013	May 26, 2023		78	OG File	Lossless	https://pillows.su/f/abd576c8d3426eb0a865239207f450fd https://mega.nz/file/4rwlzABb#IM3Q4Zxq0vmGNbLTpUlK6Hbo_x-1RswckOxAaqBfOBk
Yeezus	Nobody To Love (feat. Charlie Wilson, John Legend & Elon Rutberg) (prod. Tyler, The Creator, No I.D. & MIKE DEAN)	OG Filename: (SHAM)Nobody to Love 04.07.13 Sessions for the Sham version of "Nobody To Love".	Apr 7, 2013		4:17	78	OG File	Lossless	https://pillows.su/f/87bd30aaaefa7a2354bd852a1c0725aa
Yeezus	On Sight (prod. Daft Punk & Travis Scott)	OG Filename: On Site - 2.22.13 Session for "On Sight".	Feb 22, 2013		2:50	109	OG File	Lossless	https://pillows.su/f/00da72fb476faadd90cbb318e535cf41
Yeezus	On Sight (prod. Kanye West, Daft Punk, MIKE DEAN)	OG Filename: On Sight copy Sessions for "On Sight". Leaked on 10/09/23.	Jun 3, 2013		2:50	109	OG File	Lossless	https://pillows.su/f/6d868213d0e1879ecf6d4f18f4a3a550
Yeezus	Padded Walls (prod. Hit-Boy) (Joyride)	OG Filename: Padded Walls Session.	Jan 22, 2013	Apr 26, 2025		99	OG File	Lossless	https://pixeldrain.com/u/jykyq8oi
Yeezus	Padded Walls (prod. Hit-Boy) (Joyride)	OG Filename: PADDED WALLS FOR HM 99 BPM & KW - Padded Walls Sessions.		Apr 26, 2025		99	OG File	Lossless	https://pillows.su/f/9fa2103f74cde456b3af35a0fc27bb87 https://pixeldrain.com/u/3V22ieFC
Yeezus	Why Does Summer Have To End (prod. Kanye West)	OG Filename: Why Does Summer Never End (Aloe tracking) Session.		Apr 26, 2025		100	OG File	Lossless	https://pillows.su/f/524314b0e597eb300970d23a229819de https://pixeldrain.com/u/5DmX7EKp
Yeezus	Why Feel Bad (feat. The Weeknd) (prod. Che Pope)	OG Filename: KW  - Why Feel Bad (FOR MD) Session sent to MIKE DEAN.		Apr 26, 2025		82	OG File	Lossless	https://pillows.su/f/bfceb4616f4f9b35021f3924a3e5be6a https://pixeldrain.com/u/veAXo7Ts
Yeezus	Why Feel Bad (feat. The Weeknd) (prod. Che Pope & Sak Pase)	OG Filename: Why Feel Bad.1 (Abel Tracking) Sessions for "Why Feel Bad." Has 9 different versions, last one being bounced January 25th.	Jan 25, 2013	Dec 7, 2023	3:37	82	OG File	Lossless	https://pillows.su/f/f773615bd93b53cdc33ca2eda22d0b70 https://drive.google.com/drive/folders/1PWtBN2HOAk6-8J0diGpkTvrlHEad2JZd
	Studio Stems								
Yeezus	Awesome (prod. Sak Pase)	OG Filename: (SHAM) Awesome Stems for a version of "Awesome".	Apr 9, 2013		4:34	90	OG File	Lossless	https://pillows.su/f/755bc302bd45d8cbb9328abd84d75787
Yeezus	Black Skinhead (prod. Daft Punk & Gesaffelstein)	OG Filename: KG BS Stems for Gesaffelstein's version of "Black Skinhead".	Mar 13, 2013		3:50	130	OG File	Lossless	https://pillows.su/f/8dfb3bbdd5a2eeedbc3f14253b3a4705
Yeezus	Black Skinhead (prod. Daft Punk & Gesaffelstein)	OG Filename: BlackSkin Head @  130 Stems for a version of "Black Skinhead".	Apr 5, 2013		3:24	130	OG File	Lossless	https://pillows.su/f/d5949d22d959e2ebdf1130ce401b3c49
Yeezus	Blood on the Leaves (prod. Kanye West, Noah Goldstein, MIKE DEAN, Hudson Mohawke, Arca, 88-Keys, Carlos Broady & Lunice)	OG Filename: Blood on the Leaves 86 bpm Stems for "Blood On The Leaves". Has no vocals.	Apr 5, 2013		6:09	86	Partial	Lossless	https://pillows.su/f/13bf6c2b76784f33188af6086c4c200f
Yeezus	Bound 2 (feat. Charlie Wilson) (prod. Kanye West, Noah Goldstein, MIKE DEAN, No I.D., Che Pope & Eric Danchick) (Bound, Nobody To Love)	Official 8 track stems for "Bound 2".	Jul 10, 2013	May 26, 2023	3:57	150	OG File	Lossless	https://pillows.su/f/3b30f2120031ef2048085f7cdfa8e7fb
Yeezus	Guilt Trip (feat. Kid Cudi) (prod. S1, MIKE DEAN, Kanye West, Daft Punk & Travis Scott)	OG Filename: GUILT TRIP 68.5 Stems for "Guilt Trip".	Apr 1, 2013		4:30	68.5	OG File	Lossless	https://pillows.su/f/a1e04eb6cd1ac29437c220de96449629
Yeezus	Guilt Trip (feat. Kid Cudi) (prod. S1, MIKE DEAN, Kanye West & Travis Scott)	Official stems for "Guilt Trip".	Jul 10, 2013	Oct 22, 2023	2:59	138	OG File	Lossless	https://pillows.su/f/332ce439408b44d0a1f2a95f9a4c02aa
Yeezus	He's A Rebel [Sample Chops] (prod. Kanye West)	OG Filenames: KW - He's A Rebel Sample Chop 1-Gain & KW - He's A Rebel Sample Chop 2-Gain 2 Sample chops for the song.	Dec 15, 2012	Apr 26, 2025	Varied	94	OG File	Lossless	https://pillows.su/f/3bb6936e8591deff472cbd19ffaa65b8 https://pillows.su/f/c3bfa401d042f23deadefa06482b0b88
Yeezus	Hold My Liquor (feat. Chief Keef & Bon Iver) (prod. Noah Goldstein & MIKE DEAN)	OG Filename: HOLD MY LIQUOR @107 Stems for a version of "Hold My Liquor".	Apr 2, 2013		5:35	107	Partial	Lossless	https://pillows.su/f/5a569a930db846109f56eef416c33241
Yeezus	Hold My Liquor (feat. Chief Keef & Bon Iver) (prod. Noah Goldstein & MIKE DEAN)	35 multitrack stems for a version of "Hold My Liquor".	Jun 6, 2013	May 26, 2023	5:40	107	OG File	Lossless	https://mega.nz/file/km5mmZ6Y#eNWw3FlqZyZaTTCd_31LLCnREnc9FPxscDNoTaDGI7s
Yeezus	I Am A God (feat. Bon Iver) (prod. Daft Punk, MIKE DEAN & Kanye West)	OG Filename: I AM A GOD STEMS @ 112 APRIL 1 Stems for "I Am A God".	Apr 1, 2013		4:02	112	OG File	Lossless	https://pillows.su/f/ef8956445dff3a4b8fbf2a50510d41f5
Yeezus	I Am a God (feat. God & Bon Iver) (prod. Kanye West, Noah Goldstein, Daft Punk, MIKE DEAN, Hudson Mohawke, Travis Scott & Che Pope) (GOD)	Official stems for "I Am A God".	Jul 10, 2013	Feb 21, 2023	4:02	112	OG File	Lossless	https://pillows.su/f/043a8060ba5f7e5fa330b2a78dcce397
Yeezus	I Am Not Home (prod. Travis Scott) (I Am Not Here)	OG Filename: I AM NOT HOME Contain stems + final mix of the song and a tour version mix.	Oct 18, 2013	Dec 14, 2022	4:13	80.8	OG File	Lossless	https://pillows.su/f/c3a268799c854dc259cb9bc13c7ecfeb
Yeezus	New Slaves (feat. Frank Ocean) (prod. Gesaffelstein)	Leaked stems for an early version of "New Slaves". Different instrumental, but elements of the final version are present. Also includes some mumble lines.	Mar 13, 2013		6:12	150	OG File	Lossless	https://pillows.su/f/06321422ff56a779bd795f057b33cd36
Yeezus	Nobody To Love (feat. Charlie Wilson, John Legend & Elon Rutberg) (prod. Tyler, The Creator, No I.D. & MIKE DEAN)	OG Filename: Nobody_to_Love.7_Charlie_Tracking Bounced Protools stems version of "Nobody To Love". Includes Charlie Wilson hook takes from January 23rd - April 21st.	Apr 21, 2013		4:36	78	Full	Lossless	https://pillows.su/f/226be96baeeab11f22d4e83b5e33baf7
Yeezus	Nobody To Love (feat. Charlie Wilson, John Legend & Elon Rutberg) (prod. Tyler, The Creator, No I.D. & MIKE DEAN)	OG Filename: Nobody To Love stems  77ish bpm Incomplete stems for a version of "Nobody To Love".	Apr 5, 2013		4:36	78	Partial	Lossless	https://pillows.su/f/cd2d818e1830eaf1f52add585a3b15a0
Yeezus	On Sight (prod. Kanye West, Daft Punk, MIKE DEAN & Benji B)	OG Filename: On site 109 April 2 Stems for "On Sight".	Apr 2, 2013		2:50	109	OG File	Lossless	https://pillows.su/f/e08416033eef45ecd15964d418305337
Yeezus	Send It Up (feat. King Louie)	OG Filename: Send It Up 98 April Stems for the OG beat for "Send It Up," with King Louie's hook	Apr 5, 2013		2:57	93	OG File	Lossless	https://pillows.su/f/85771a254cfd6f3cc7c00e192fc46953
Yeezus	Send It Up (feat. King Louie)	OG Filename: Send It Up.01 Stems for "Send It Up". Has different effects on vocals and mixing differences.	Apr 22, 2013	May 26, 2023	3:05	93	OG File	Lossless	https://pillows.su/f/f284671622dc9726ec8371bf593ee881
Yeezus	Talk To Me (feat. Assassin & Bon Iver) (prod. MIKE DEAN, Travis Scott, Sak Pase, Evian Christ & Anthony Kilhoffer) (I'm In It)	OG Filename: KW - Evian Christ - Talk To Me Stems for a version of "Talk To Me" when Evian Christ started work on it. Files are currently not avaliable, but the filenames are.				85	Confirmed	Not Available	https://pastebin.com/CgqAdaG5
